Suburb,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,BuildingArea,CouncilArea,Regionname,Propertycount,StreetType,WeekdaySale,Weekend,MonthSale,AgeBuilding,MeanRoomsArea
Strathmore,3,h,SP,Brad,2017-02-25,9.7,3041,3,1,2,126.0,Moonee Valley,Western Metropolitan,3284,St,5,1,2,47,18.0
Strathmore,3,h,S,Nelson,2016-07-26,9.7,3041,4,1,2,126.0,Moonee Valley,Western Metropolitan,3284,St,1,0,7,46,15.75
Strathmore,4,h,VB,other,2016-06-27,9.7,3041,4,1,1,126.0,Moonee Valley,Western Metropolitan,3284,St,0,0,6,46,14.0
Strathmore,5,h,VB,Nelson,2016-06-27,9.7,3041,5,3,2,126.0,Moonee Valley,Western Metropolitan,3284,Ct,0,0,6,46,9.692307692307692
Strathmore,3,h,S,Barry,2016-06-27,9.7,3041,3,1,1,126.0,Moonee Valley,Western Metropolitan,3284,St,0,0,6,46,18.0
Strathmore,4,h,S,Nelson,2016-05-28,9.7,3041,4,2,2,208.0,Moonee Valley,Western Metropolitan,3284,Rd,5,1,5,56,20.8
Strathmore,3,t,PI,Nelson,2016-08-28,9.7,3041,4,3,2,126.0,Moonee Valley,Western Metropolitan,3284,St,6,1,8,46,12.6
Strathmore,5,h,VB,Nelson,2016-07-30,9.7,3041,5,3,2,126.0,Moonee Valley,Western Metropolitan,3284,Ct,5,1,7,46,9.692307692307692
Strathmore,3,h,S,Nelson,2016-07-30,9.7,3041,3,2,2,126.0,Moonee Valley,Western Metropolitan,3284,Rd,5,1,7,46,15.75
Sunshine,2,u,PI,Douglas,2016-09-03,12.6,3020,2,1,1,126.0,Brimbank,Western Metropolitan,3755,St,5,1,9,46,25.2
Sunshine,3,h,PI,Barry,2016-12-03,12.6,3020,3,2,1,165.0,Brimbank,Western Metropolitan,3755,Rd,5,1,12,76,20.625
Sunshine,3,h,S,other,2016-12-03,12.6,3020,3,1,1,145.0,Brimbank,Western Metropolitan,3755,St,5,1,12,56,20.714285714285715
Sunshine,3,h,S,Barry,2016-12-03,12.6,3020,3,1,1,126.0,Brimbank,Western Metropolitan,3755,St,5,1,12,66,18.0
Sunshine,2,h,S,Barry,2016-12-03,12.6,3020,2,1,0,126.0,Brimbank,Western Metropolitan,3755,St,5,1,12,46,25.2
Sunshine,3,h,S,Sweeney,2017-03-04,12.6,3020,3,1,2,126.0,Brimbank,Western Metropolitan,3755,Ct,5,1,3,47,18.0
Sunshine,3,h,S,Jas,2017-03-04,12.6,3020,3,1,5,126.0,Brimbank,Western Metropolitan,3755,Rd,5,1,3,47,18.0
Sunshine,3,h,S,Sweeney,2017-03-04,12.6,3020,3,1,0,115.0,Brimbank,Western Metropolitan,3755,St,5,1,3,74,16.428571428571427
Sunshine,2,h,S,other,2017-03-04,12.6,3020,2,1,2,126.0,Brimbank,Western Metropolitan,3755,Ct,5,1,3,47,25.2
Sunshine,4,h,S,Bells,2017-03-04,12.6,3020,4,1,0,181.0,Brimbank,Western Metropolitan,3755,St,5,1,3,77,20.11111111111111
Sunshine,3,h,SP,Biggin,2017-03-04,12.6,3020,3,1,2,122.0,Brimbank,Western Metropolitan,3755,St,5,1,3,57,17.428571428571427
Sunshine,2,h,S,Sweeney,2017-03-04,12.6,3020,2,1,1,126.0,Brimbank,Western Metropolitan,3755,Ct,5,1,3,47,25.2
Sunshine,4,h,PI,Douglas,2016-08-06,12.6,3020,4,2,1,126.0,Brimbank,Western Metropolitan,3755,St,5,1,8,46,12.6
Sunshine,5,h,PI,Barry,2016-05-07,12.6,3020,4,2,2,126.0,Brimbank,Western Metropolitan,3755,St,5,1,5,46,11.454545454545455
Sunshine,3,h,S,Barry,2016-05-07,12.6,3020,3,1,1,116.0,Brimbank,Western Metropolitan,3755,St,5,1,5,61,16.571428571428573
Sunshine,4,h,S,Sweeney,2016-05-07,12.6,3020,4,2,2,309.0,Brimbank,Western Metropolitan,3755,St,5,1,5,14,30.9
Sunshine,3,h,PI,Douglas,2016-11-07,12.6,3020,3,2,1,110.0,Brimbank,Western Metropolitan,3755,Rd,0,0,11,7,13.75
Sunshine,3,h,SP,other,2016-11-07,12.6,3020,3,1,3,126.0,Brimbank,Western Metropolitan,3755,St,0,0,11,46,18.0
Sunshine,3,h,S,Douglas,2016-11-07,12.6,3020,3,1,1,126.0,Brimbank,Western Metropolitan,3755,Rd,0,0,11,46,18.0
Sunshine,3,h,S,Douglas,2016-11-07,12.6,3020,3,1,1,126.0,Brimbank,Western Metropolitan,3755,Rd,0,0,11,46,18.0
Sunshine,2,u,S,Barry,2016-11-07,12.6,3020,2,1,1,126.0,Brimbank,Western Metropolitan,3755,St,0,0,11,46,25.2
Sunshine,3,h,S,other,2016-11-07,12.6,3020,3,1,1,126.0,Brimbank,Western Metropolitan,3755,St,0,0,11,46,18.0
Sunshine,3,h,S,Douglas,2016-09-10,12.6,3020,3,1,1,126.0,Brimbank,Western Metropolitan,3755,Rd,5,1,9,66,18.0
Sunshine,3,h,S,other,2016-09-10,12.6,3020,3,1,1,126.0,Brimbank,Western Metropolitan,3755,St,5,1,9,46,18.0
Sunshine,3,u,S,Barry,2016-12-10,12.6,3020,3,1,1,115.0,Brimbank,Western Metropolitan,3755,Rd,5,1,12,66,16.428571428571427
Sunshine,4,h,S,Sweeney,2016-11-12,12.6,3020,4,1,2,127.0,Brimbank,Western Metropolitan,3755,St,5,1,11,86,14.11111111111111
Sunshine,3,h,S,Bells,2016-08-13,12.6,3020,3,1,1,126.0,Brimbank,Western Metropolitan,3755,St,5,1,8,46,18.0
Sunshine,2,h,S,Barry,2016-05-14,12.6,3020,2,1,1,80.0,Brimbank,Western Metropolitan,3755,Rd,5,1,5,16,16.0
Sunshine,3,h,S,YPA,2016-05-14,12.6,3020,3,1,2,104.0,Brimbank,Western Metropolitan,3755,St,5,1,5,91,14.857142857142858
Sunshine,3,h,S,Douglas,2016-10-15,12.6,3020,3,1,1,113.0,Brimbank,Western Metropolitan,3755,St,5,1,10,58,16.142857142857142
Sunshine,2,h,S,Bells,2016-10-15,12.6,3020,2,1,3,126.0,Brimbank,Western Metropolitan,3755,Rd,5,1,10,46,25.2
Sunshine,3,h,SP,Jas,2016-10-15,12.6,3020,3,1,4,126.0,Brimbank,Western Metropolitan,3755,St,5,1,10,46,18.0
Sunshine,2,u,SP,Barry,2016-10-15,12.6,3020,2,1,0,72.0,Brimbank,Western Metropolitan,3755,St,5,1,10,46,14.4
Sunshine,3,h,PI,hockingstuart,2016-10-15,12.6,3020,3,1,3,126.0,Brimbank,Western Metropolitan,3755,St,5,1,10,46,18.0
Sunshine,3,h,S,Douglas,2016-10-15,12.6,3020,3,1,1,126.0,Brimbank,Western Metropolitan,3755,St,5,1,10,46,18.0
Sunshine,3,h,S,Bells,2016-10-15,12.6,3020,3,1,1,126.0,Brimbank,Western Metropolitan,3755,St,5,1,10,46,18.0
Sunshine,3,h,S,Barry,2016-04-16,12.6,3020,3,1,0,118.0,Brimbank,Western Metropolitan,3755,St,5,1,4,51,16.857142857142858
Sunshine,3,h,S,Sweeney,2016-04-16,12.6,3020,3,1,1,126.0,Brimbank,Western Metropolitan,3755,St,5,1,4,66,18.0
Sunshine,3,h,SP,Sweeney,2016-07-16,12.6,3020,3,1,1,126.0,Brimbank,Western Metropolitan,3755,Rd,5,1,7,46,18.0
Sunshine,2,h,S,Bells,2016-07-16,12.6,3020,2,1,0,126.0,Brimbank,Western Metropolitan,3755,St,5,1,7,46,25.2
Sunshine,3,h,S,Douglas,2016-07-16,12.6,3020,3,1,1,126.0,Brimbank,Western Metropolitan,3755,Rd,5,1,7,46,18.0
Sunshine,4,h,S,Stockdale,2016-07-16,12.6,3020,4,1,1,126.0,Brimbank,Western Metropolitan,3755,St,5,1,7,46,14.0
Sunshine,3,h,S,Barry,2016-07-16,12.6,3020,3,1,1,126.0,Brimbank,Western Metropolitan,3755,Rd,5,1,7,46,18.0
Sunshine,2,h,S,Douglas,2016-07-16,12.6,3020,2,1,1,126.0,Brimbank,Western Metropolitan,3755,Rd,5,1,7,46,25.2
Sunshine,2,h,S,Bells,2016-09-17,12.6,3020,2,1,2,77.0,Brimbank,Western Metropolitan,3755,St,5,1,9,91,15.4
Sunshine,3,h,S,Bells,2016-09-17,12.6,3020,3,1,1,126.0,Brimbank,Western Metropolitan,3755,St,5,1,9,46,18.0
Sunshine,2,h,S,other,2017-03-18,12.6,3020,2,1,2,126.0,Brimbank,Western Metropolitan,3755,Rd,5,1,3,47,25.2
Sunshine,3,h,PI,Douglas,2017-03-18,12.6,3020,3,1,1,126.0,Brimbank,Western Metropolitan,3755,Rd,5,1,3,47,18.0
Sunshine,4,h,PI,Douglas,2017-03-18,12.6,3020,4,1,1,106.0,Brimbank,Western Metropolitan,3755,St,5,1,3,67,11.777777777777779
Sunshine,4,h,S,Barry,2017-03-18,12.6,3020,4,1,2,126.0,Brimbank,Western Metropolitan,3755,Rd,5,1,3,47,14.0
Sunshine,3,h,S,Douglas,2016-06-18,12.6,3020,3,1,2,126.0,Brimbank,Western Metropolitan,3755,St,5,1,6,46,18.0
Sunshine,3,h,S,Douglas,2016-06-18,12.6,3020,3,1,2,126.0,Brimbank,Western Metropolitan,3755,St,5,1,6,46,18.0
Sunshine,4,h,S,Barry,2016-06-18,12.6,3020,3,1,1,126.0,Brimbank,Western Metropolitan,3755,St,5,1,6,46,15.75
Sunshine,2,h,S,Barry,2016-06-18,12.6,3020,2,1,1,126.0,Brimbank,Western Metropolitan,3755,St,5,1,6,46,25.2
Sunshine,3,h,S,Barry,2016-11-19,12.6,3020,3,1,1,104.0,Brimbank,Western Metropolitan,3755,St,5,1,11,60,14.857142857142858
Sunshine,4,h,S,Jas,2016-11-19,12.6,3020,4,2,2,174.0,Brimbank,Western Metropolitan,3755,St,5,1,11,11,17.4
Sunshine,2,u,SP,Jas,2016-11-19,12.6,3020,2,1,1,126.0,Brimbank,Western Metropolitan,3755,St,5,1,11,46,25.2
Sunshine,3,h,S,Bells,2016-11-19,12.6,3020,3,1,3,107.0,Brimbank,Western Metropolitan,3755,Pl,5,1,11,91,15.285714285714286
Sunshine,3,h,PI,Douglas,2016-11-19,12.6,3020,3,1,2,105.0,Brimbank,Western Metropolitan,3755,St,5,1,11,46,15.0
Sunshine,3,h,SP,Bells,2016-05-22,12.6,3020,3,1,4,75.0,Brimbank,Western Metropolitan,3755,St,6,1,5,56,10.714285714285714
Sunshine,3,h,S,Barry,2016-05-22,12.6,3020,3,1,2,126.0,Brimbank,Western Metropolitan,3755,St,6,1,5,56,18.0
Sunshine,4,h,S,Bells,2016-05-22,12.6,3020,4,2,2,126.0,Brimbank,Western Metropolitan,3755,Pl,6,1,5,36,12.6
Sunshine,3,h,S,Douglas,2016-08-22,12.6,3020,3,1,1,120.0,Brimbank,Western Metropolitan,3755,St,0,0,8,61,17.142857142857142
Sunshine,3,h,S,Sweeney,2016-08-22,12.6,3020,3,1,1,117.0,Brimbank,Western Metropolitan,3755,St,0,0,8,86,16.714285714285715
Sunshine,3,h,S,other,2017-02-25,12.6,3020,3,1,0,126.0,Brimbank,Western Metropolitan,3755,St,5,1,2,47,18.0
Sunshine,3,h,S,Bells,2017-02-25,12.6,3020,3,1,1,126.0,Brimbank,Western Metropolitan,3755,St,5,1,2,47,18.0
Sunshine,3,h,PI,Douglas,2017-02-25,12.6,3020,3,2,2,650.0,Brimbank,Western Metropolitan,3755,Rd,5,1,2,25,81.25
Sunshine,3,h,S,YPA,2017-02-25,12.6,3020,3,1,2,122.0,Brimbank,Western Metropolitan,3755,St,5,1,2,52,17.428571428571427
Sunshine,3,h,S,Sweeney,2016-07-26,12.6,3020,3,1,1,125.0,Brimbank,Western Metropolitan,3755,St,1,0,7,14,17.857142857142858
Sunshine,3,t,PI,Douglas,2016-06-27,12.6,3020,3,1,2,159.0,Brimbank,Western Metropolitan,3755,St,0,0,6,31,22.714285714285715
Sunshine,4,h,S,Jas,2016-11-27,12.6,3020,4,2,3,144.0,Brimbank,Western Metropolitan,3755,St,6,1,11,71,14.4
Sunshine,3,h,S,other,2016-11-27,12.6,3020,3,1,1,126.0,Brimbank,Western Metropolitan,3755,St,6,1,11,46,18.0
Sunshine,2,h,SP,other,2016-11-27,12.6,3020,2,1,0,126.0,Brimbank,Western Metropolitan,3755,St,6,1,11,46,25.2
Sunshine,2,t,SP,Barry,2016-05-28,12.6,3020,2,2,2,85.0,Brimbank,Western Metropolitan,3755,St,5,1,5,8,14.166666666666666
Sunshine,2,h,S,Douglas,2016-05-28,12.6,3020,2,1,2,126.0,Brimbank,Western Metropolitan,3755,St,5,1,5,46,25.2
Sunshine,3,h,S,other,2016-05-28,12.6,3020,3,2,1,126.0,Brimbank,Western Metropolitan,3755,St,5,1,5,46,15.75
Sunshine,3,h,PI,Douglas,2016-05-28,12.6,3020,4,1,1,107.0,Brimbank,Western Metropolitan,3755,St,5,1,5,56,13.375
Sunshine,3,h,S,Douglas,2016-08-28,12.6,3020,3,1,2,126.0,Brimbank,Western Metropolitan,3755,St,6,1,8,46,18.0
Sunshine,4,h,PI,Douglas,2016-07-30,12.6,3020,4,1,5,126.0,Brimbank,Western Metropolitan,3755,St,5,1,7,46,14.0
Sunshine,2,h,PI,Douglas,2016-07-30,12.6,3020,2,1,1,126.0,Brimbank,Western Metropolitan,3755,St,5,1,7,76,25.2
Sunshine,4,h,S,Jas,2016-07-30,12.6,3020,2,2,2,97.0,Brimbank,Western Metropolitan,3755,St,5,1,7,46,12.125
Sunshine,3,h,S,Barry,2016-07-30,12.6,3020,3,1,2,126.0,Brimbank,Western Metropolitan,3755,St,5,1,7,46,18.0
Sunshine North,4,h,S,Barry,2016-09-03,13.3,3020,4,1,1,126.0,Brimbank,Western Metropolitan,4217,Pde,5,1,9,46,14.0
Sunshine North,3,h,S,Douglas,2017-03-04,13.3,3020,3,2,0,126.0,Brimbank,Western Metropolitan,4217,St,5,1,3,47,15.75
Sunshine North,3,h,SP,Douglas,2016-06-04,13.3,3020,3,1,1,126.0,Brimbank,Western Metropolitan,4217,St,5,1,6,46,18.0
Sunshine North,3,h,PI,Douglas,2016-06-04,13.3,3020,3,1,2,126.0,Brimbank,Western Metropolitan,4217,Rd,5,1,6,46,18.0
Sunshine North,3,h,S,Sweeney,2016-06-04,13.3,3020,3,1,1,126.0,Brimbank,Western Metropolitan,4217,St,5,1,6,46,18.0
Sunshine North,3,h,PI,Douglas,2016-08-06,13.3,3020,3,1,2,99.0,Brimbank,Western Metropolitan,4217,Ct,5,1,8,38,14.142857142857142
Sunshine North,2,h,S,Douglas,2016-08-06,13.3,3020,2,1,4,81.0,Brimbank,Western Metropolitan,4217,Rd,5,1,8,56,16.2
Sunshine North,3,h,S,Douglas,2016-05-07,13.3,3020,3,1,2,126.0,Brimbank,Western Metropolitan,4217,St,5,1,5,46,18.0
Sunshine North,3,h,S,Douglas,2016-05-07,13.3,3020,3,1,3,126.0,Brimbank,Western Metropolitan,4217,St,5,1,5,46,18.0
Sunshine North,2,h,S,Barry,2016-05-07,13.3,3020,2,1,1,106.0,Brimbank,Western Metropolitan,4217,Rd,5,1,5,46,21.2
Sunshine North,4,h,S,Douglas,2016-11-07,13.3,3020,4,1,2,130.0,Brimbank,Western Metropolitan,4217,St,0,0,11,66,14.444444444444445
Sunshine North,3,h,S,Douglas,2016-10-08,13.3,3020,3,1,2,126.0,Brimbank,Western Metropolitan,4217,St,5,1,10,46,18.0
Sunshine North,3,h,S,Barry,2016-10-08,13.3,3020,3,2,2,137.0,Brimbank,Western Metropolitan,4217,Dr,5,1,10,26,17.125
Sunshine North,2,u,PI,Douglas,2016-10-08,13.3,3020,2,1,1,126.0,Brimbank,Western Metropolitan,4217,St,5,1,10,46,25.2
Sunshine North,3,h,PI,Douglas,2016-12-10,13.3,3020,3,1,4,126.0,Brimbank,Western Metropolitan,4217,St,5,1,12,46,18.0
Sunshine North,3,h,S,Barry,2016-12-10,13.3,3020,3,1,3,126.0,Brimbank,Western Metropolitan,4217,St,5,1,12,46,18.0
Sunshine North,3,h,S,hockingstuart,2016-12-10,13.3,3020,3,1,3,126.0,Brimbank,Western Metropolitan,4217,St,5,1,12,46,18.0
Sunshine North,5,h,S,Barry,2016-12-10,13.3,3020,5,2,2,133.0,Brimbank,Western Metropolitan,4217,St,5,1,12,56,11.083333333333334
Sunshine North,3,h,S,Sweeney,2016-12-10,13.3,3020,3,1,2,126.0,Brimbank,Western Metropolitan,4217,St,5,1,12,46,18.0
Sunshine North,3,h,S,Purplebricks,2017-03-11,13.3,3020,3,1,2,126.0,Brimbank,Western Metropolitan,4217,Rd,5,1,3,47,18.0
Sunshine North,3,h,VB,Stockdale,2016-11-12,13.3,3020,3,1,2,112.0,Brimbank,Western Metropolitan,4217,St,5,1,11,56,16.0
Sunshine North,3,h,SP,other,2016-11-12,13.3,3020,3,1,0,112.0,Brimbank,Western Metropolitan,4217,St,5,1,11,66,16.0
Sunshine North,4,h,S,Barry,2016-11-12,13.3,3020,4,1,1,126.0,Brimbank,Western Metropolitan,4217,St,5,1,11,46,14.0
Sunshine North,4,h,S,Barry,2016-11-12,13.3,3020,4,1,2,133.0,Brimbank,Western Metropolitan,4217,St,5,1,11,61,14.777777777777779
Sunshine North,3,h,SP,Barry,2016-11-12,13.3,3020,3,1,1,126.0,Brimbank,Western Metropolitan,4217,Rd,5,1,11,46,18.0
Sunshine North,3,h,SP,other,2016-05-14,13.3,3020,3,1,1,126.0,Brimbank,Western Metropolitan,4217,Rd,5,1,5,46,18.0
Sunshine North,3,h,S,other,2016-10-15,13.3,3020,3,1,1,126.0,Brimbank,Western Metropolitan,4217,St,5,1,10,46,18.0
Sunshine North,2,h,S,Douglas,2016-10-15,13.3,3020,2,1,2,126.0,Brimbank,Western Metropolitan,4217,Rd,5,1,10,46,25.2
Sunshine North,4,h,S,Douglas,2016-04-16,13.3,3020,4,2,5,201.0,Brimbank,Western Metropolitan,4217,St,5,1,4,41,20.1
Sunshine North,3,h,SP,Douglas,2016-04-16,13.3,3020,3,1,1,126.0,Brimbank,Western Metropolitan,4217,St,5,1,4,46,18.0
Sunshine North,3,h,S,other,2016-07-16,13.3,3020,3,1,1,126.0,Brimbank,Western Metropolitan,4217,Rd,5,1,7,46,18.0
Sunshine North,3,h,S,Douglas,2016-09-17,13.3,3020,3,1,1,126.0,Brimbank,Western Metropolitan,4217,Rd,5,1,9,46,18.0
Sunshine North,3,h,SP,Barry,2017-03-18,13.3,3020,3,1,1,126.0,Brimbank,Western Metropolitan,4217,Rd,5,1,3,47,18.0
Sunshine North,3,h,SP,Barry,2017-03-18,13.3,3020,3,1,2,105.0,Brimbank,Western Metropolitan,4217,Rd,5,1,3,47,15.0
Sunshine North,3,h,S,Barry,2016-06-18,13.3,3020,3,1,2,111.0,Brimbank,Western Metropolitan,4217,St,5,1,6,41,15.857142857142858
Sunshine North,3,h,PI,Douglas,2016-11-19,13.3,3020,3,1,2,126.0,Brimbank,Western Metropolitan,4217,St,5,1,11,46,18.0
Sunshine North,2,h,S,YPA,2016-11-19,13.3,3020,2,1,6,141.0,Brimbank,Western Metropolitan,4217,Rd,5,1,11,66,28.2
Sunshine North,3,h,S,other,2016-05-22,13.3,3020,3,1,2,673.0,Brimbank,Western Metropolitan,4217,Rd,6,1,5,46,96.14285714285714
Sunshine North,3,h,S,Stockdale,2016-05-22,13.3,3020,3,1,2,101.0,Brimbank,Western Metropolitan,4217,St,6,1,5,76,14.428571428571429
Sunshine North,3,h,S,other,2016-08-22,13.3,3020,3,1,1,126.0,Brimbank,Western Metropolitan,4217,Rd,0,0,8,46,18.0
Sunshine North,4,h,S,Douglas,2017-02-25,13.3,3020,4,2,1,126.0,Brimbank,Western Metropolitan,4217,St,5,1,2,47,12.6
Sunshine North,3,h,S,Barry,2017-02-25,13.3,3020,3,1,1,126.0,Brimbank,Western Metropolitan,4217,St,5,1,2,47,18.0
Sunshine North,3,h,SP,Douglas,2016-07-26,13.3,3020,3,3,2,155.0,Brimbank,Western Metropolitan,4217,St,1,0,7,5,17.22222222222222
Sunshine North,3,h,S,Douglas,2016-06-27,13.3,3020,3,1,1,90.0,Brimbank,Western Metropolitan,4217,Rd,0,0,6,71,12.857142857142858
Sunshine North,5,h,S,Douglas,2016-05-28,13.3,3020,4,2,1,295.0,Brimbank,Western Metropolitan,4217,Pl,5,1,5,17,26.818181818181817
Sunshine North,3,h,VB,other,2016-08-28,13.3,3020,3,1,1,126.0,Brimbank,Western Metropolitan,4217,Rd,6,1,8,46,18.0
Sunshine North,3,h,S,Douglas,2016-08-28,13.3,3020,3,1,2,126.0,Brimbank,Western Metropolitan,4217,Rd,6,1,8,46,18.0
Sunshine West,3,h,S,Barry,2016-09-03,13.5,3020,3,1,2,126.0,Brimbank,Western Metropolitan,6763,Rd,5,1,9,46,18.0
Sunshine West,3,h,S,Barry,2016-12-03,13.5,3020,3,1,2,126.0,Brimbank,Western Metropolitan,6763,Dr,5,1,12,46,18.0
Sunshine West,3,h,S,Barry,2016-12-03,13.5,3020,3,1,3,115.0,Brimbank,Western Metropolitan,6763,St,5,1,12,46,16.428571428571427
Sunshine West,3,h,S,other,2016-12-03,13.5,3020,3,2,6,152.0,Brimbank,Western Metropolitan,6763,Pde,5,1,12,41,19.0
Sunshine West,3,t,SP,Douglas,2016-06-04,13.5,3020,3,3,1,178.0,Brimbank,Western Metropolitan,6763,Pde,5,1,6,12,19.77777777777778
Sunshine West,3,h,SP,Jas,2016-05-07,13.5,3020,3,1,4,126.0,Brimbank,Western Metropolitan,6763,Ct,5,1,5,46,18.0
Sunshine West,4,h,S,Bells,2016-11-07,13.5,3020,4,2,2,126.0,Brimbank,Western Metropolitan,6763,St,0,0,11,56,12.6
Sunshine West,4,h,S,Barry,2016-11-07,13.5,3020,4,2,3,126.0,Brimbank,Western Metropolitan,6763,St,0,0,11,46,12.6
Sunshine West,3,h,S,Douglas,2016-11-07,13.5,3020,3,1,2,144.0,Brimbank,Western Metropolitan,6763,St,0,0,11,50,20.571428571428573
Sunshine West,3,h,S,Bells,2016-10-08,13.5,3020,3,1,4,125.0,Brimbank,Western Metropolitan,6763,St,5,1,10,56,17.857142857142858
Sunshine West,3,u,S,Barry,2016-12-10,13.5,3020,3,2,1,131.0,Brimbank,Western Metropolitan,6763,St,5,1,12,5,16.375
Sunshine West,5,h,SP,Barry,2016-12-10,13.5,3020,5,2,2,176.0,Brimbank,Western Metropolitan,6763,Pl,5,1,12,19,14.666666666666666
Sunshine West,3,h,S,Barry,2016-12-10,13.5,3020,3,1,1,106.0,Brimbank,Western Metropolitan,6763,St,5,1,12,46,15.142857142857142
Sunshine West,4,h,S,Barry,2017-03-11,13.5,3020,4,1,4,126.0,Brimbank,Western Metropolitan,6763,St,5,1,3,47,14.0
Sunshine West,3,h,S,Sweeney,2016-11-12,13.5,3020,3,1,1,102.0,Brimbank,Western Metropolitan,6763,St,5,1,11,66,14.571428571428571
Sunshine West,3,h,S,Barry,2016-11-12,13.5,3020,3,1,2,126.0,Brimbank,Western Metropolitan,6763,St,5,1,11,46,18.0
Sunshine West,3,h,S,hockingstuart,2016-11-12,13.5,3020,3,4,2,166.0,Brimbank,Western Metropolitan,6763,St,5,1,11,61,16.6
Sunshine West,4,h,SP,Barry,2016-08-13,13.5,3020,4,1,1,151.0,Brimbank,Western Metropolitan,6763,St,5,1,8,46,16.77777777777778
Sunshine West,3,h,S,Bells,2016-05-14,13.5,3020,3,3,2,126.0,Brimbank,Western Metropolitan,6763,Rd,5,1,5,46,14.0
Sunshine West,3,h,SP,Barry,2016-05-14,13.5,3020,3,1,1,133.0,Brimbank,Western Metropolitan,6763,Ct,5,1,5,46,19.0
Sunshine West,3,h,S,Barry,2016-10-15,13.5,3020,3,1,0,126.0,Brimbank,Western Metropolitan,6763,St,5,1,10,46,18.0
Sunshine West,3,h,PI,Barry,2016-04-16,13.5,3020,3,1,2,148.0,Brimbank,Western Metropolitan,6763,St,5,1,4,56,21.142857142857142
Sunshine West,3,h,S,other,2016-04-16,13.5,3020,4,2,2,126.0,Brimbank,Western Metropolitan,6763,St,5,1,4,46,14.0
Sunshine West,4,h,S,Barry,2016-07-16,13.5,3020,3,1,1,130.0,Brimbank,Western Metropolitan,6763,St,5,1,7,66,16.25
Sunshine West,3,h,S,Douglas,2016-09-17,13.5,3020,3,1,2,126.0,Brimbank,Western Metropolitan,6763,St,5,1,9,46,18.0
Sunshine West,3,h,SP,other,2017-03-18,13.5,3020,3,1,3,126.0,Brimbank,Western Metropolitan,6763,St,5,1,3,47,18.0
Sunshine West,3,h,S,Sweeney,2017-03-18,13.5,3020,3,1,1,126.0,Brimbank,Western Metropolitan,6763,St,5,1,3,47,18.0
Sunshine West,3,h,S,Burnham,2017-03-18,13.5,3020,3,1,0,121.0,Brimbank,Western Metropolitan,6763,St,5,1,3,50,17.285714285714285
Sunshine West,3,h,S,Bells,2017-03-18,13.5,3020,3,1,2,126.0,Brimbank,Western Metropolitan,6763,Pde,5,1,3,47,18.0
Sunshine West,3,h,S,Douglas,2017-03-18,13.5,3020,3,1,4,126.0,Brimbank,Western Metropolitan,6763,Pde,5,1,3,47,18.0
Sunshine West,3,h,SP,Biggin,2016-06-18,13.5,3020,3,1,1,126.0,Brimbank,Western Metropolitan,6763,Ct,5,1,6,46,18.0
Sunshine West,3,h,S,Douglas,2016-06-18,13.5,3020,3,1,2,131.0,Brimbank,Western Metropolitan,6763,Rd,5,1,6,66,18.714285714285715
Sunshine West,3,h,S,Sweeney,2016-06-18,13.5,3020,3,2,4,126.0,Brimbank,Western Metropolitan,6763,St,5,1,6,46,15.75
Sunshine West,1,h,SP,Jas,2016-11-19,13.5,3020,1,1,2,45.0,Brimbank,Western Metropolitan,6763,Dr,5,1,11,7,15.0
Sunshine West,3,h,S,Barry,2016-08-22,13.5,3020,3,1,1,106.0,Brimbank,Western Metropolitan,6763,St,0,0,8,41,15.142857142857142
Sunshine West,3,h,S,Barry,2016-08-22,13.5,3020,3,1,1,126.0,Brimbank,Western Metropolitan,6763,Rd,0,0,8,46,18.0
Sunshine West,3,h,PI,Bells,2016-08-22,13.5,3020,3,2,2,156.0,Brimbank,Western Metropolitan,6763,Ct,0,0,8,17,19.5
Sunshine West,3,h,S,Douglas,2016-09-24,13.5,3020,3,1,1,131.0,Brimbank,Western Metropolitan,6763,Rd,5,1,9,46,18.714285714285715
Sunshine West,2,u,S,Bells,2016-09-24,13.5,3020,2,1,1,80.0,Brimbank,Western Metropolitan,6763,St,5,1,9,26,16.0
Sunshine West,4,h,S,hockingstuart,2017-02-25,13.5,3020,4,2,4,178.0,Brimbank,Western Metropolitan,6763,Pl,5,1,2,42,17.8
Sunshine West,3,h,S,Sweeney,2017-02-25,13.5,3020,3,1,2,126.0,Brimbank,Western Metropolitan,6763,St,5,1,2,47,18.0
Sunshine West,3,h,S,Barry,2016-07-26,13.5,3020,3,1,1,155.0,Brimbank,Western Metropolitan,6763,St,1,0,7,56,22.142857142857142
Sunshine West,3,h,S,Barry,2016-06-27,13.5,3020,3,1,2,170.0,Brimbank,Western Metropolitan,6763,St,0,0,6,56,24.285714285714285
Sunshine West,3,h,S,other,2016-06-27,13.5,3020,3,1,1,103.0,Brimbank,Western Metropolitan,6763,St,0,0,6,45,14.714285714285714
Sunshine West,3,h,S,Barry,2016-06-27,13.5,3020,3,1,1,120.0,Brimbank,Western Metropolitan,6763,St,0,0,6,56,17.142857142857142
Sunshine West,3,h,SP,Jellis,2016-06-27,13.5,3020,3,1,2,114.0,Brimbank,Western Metropolitan,6763,Rd,0,0,6,46,16.285714285714285
